,Ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
180,FFIV,98104-1663,Technology,6579.0,"F5, Inc. provides multi-cloud application security and delivery solutions for the security, performance, and availability of network applications, servers, and storage systems. The company's multi-cloud application security and delivery solutions enable its customers to develop, deploy, operate, secure, and govern applications in any architecture, from on-premises to the public cloud. It offers application security and delivery products, including BIG-IP appliances and VIPRION chassis and related software modules and software-only Virtual Editions; Local Traffic Manager and DNS Services; Advanced Firewall Manager and Policy Enforcement Manager that leverage the unique performance characteristics of its hardware and software architecture; Application Security Manager and Access Policy Manager; NGINX Plus and NGINX Controller; Shape Defense and Enterprise Defense; Secure Web Gateway, and Silverline DDoS and Application security offerings; and online fraud and abuse prevention solutions. The company also provides a range of professional services, including consulting, training, installation, maintenance, and other technical support services. F5, Inc. sells its products to large enterprise businesses, public sector institutions, governments, and service providers through distributors, value-added resellers, managed service providers, and systems integrators in the Americas, Europe, the Middle East, Africa, and the Asia Pacific region. It has partnerships with public cloud providers, such as Amazon Web Services, Microsoft Azure, and Google Cloud Platform. The company was formerly known as F5 Networks, Inc. and changed its name to F5, Inc. in November 2021. F5, Inc. was incorporated in 1996 and is headquartered in Seattle, Washington.",Seattle,206 272 5555,WA,United States,[],https://www.f5.com,1,801 5th Avenue,Software—Infrastructure,0.20746,0.12829,0.80550003,485328992.0,0.035,0.16308,555547008.0,155.0,hold,2116627000.0,443064736.0,172.45,142.63,-0.062,0.955,0.05567,16.0,188.74,28.548,0.15217,303.0,738340992.0,663163008.0,2677808896.0,12.396,USD,44.284,0.832,2.7,NMS,"F5, Inc.","F5, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FFIV,finmb_90323,us_market,,3.144,,15.157,-0.29600197,,11.49,,59562200.0,,,,39.005,2197214.0,0.0369,,1632960000.0,0.97359,343532000.0,5.68,,-0.18622762,3.6567106,0.00415,1696032000.0,,1656547200.0,4.56,1661904000.0,55308857.0,1.138909,8420177408.0,2,,1187654400.0,2:1,,,,-0.073,3.172503,1664496000.0,1.49,,12.4134035,,0.0418,2670110.0,0.0,,,140.44,143.43,178.90605,0.0,0.0,,144.22,,521020,140.44,155.8916,0.0,143.43,,521020,,,,,,,142.215,USD,386009,,,,8495356928.0,,,534885,142.215,0.0,800,386009,249.0,,,135.1,0.0,False,,900,144.22,,142.63,,https://logo.clearbit.com/f5.com,206 272 5556,25.110918,,,,,
181,FHB,96813,Financial Services,2021.0,"First Hawaiian, Inc. operates as a bank holding company for First Hawaiian Bank that provides a range of banking services to consumer and commercial customers in the United States. It operates through three segments: Retail Banking, Commercial Banking, and Treasury and Other. The company accepts various deposit products, including checking and savings accounts, and other deposit accounts. It also provides residential and commercial mortgage loans, home equity lines of credit, automobile loans and leases, personal lines of credit, installment loans, and small business loans and leases, as well as commercial lease and auto dealer financing. In addition, the company offers personal installment, credit card, individual investment and financial planning, insurance protection, trust and estate, private banking, retirement planning, treasury, and merchant processing services. It operates a network of 54 branches, which include 49 in Hawaii, 3 in Guam, and 2 in Saipan. The company was formerly known as BancWest Corporation and changed its name to First Hawaiian, Inc. in April 2016. First Hawaiian, Inc. was founded in 1858 and is headquartered in Honolulu, Hawaii.",Honolulu,808 525 7000,HI,United States,[],https://www.fhb.com,1,999 Bishop Street,Banks—Regional,0.0,0.32438,0.0,334672992.0,-0.128,0.43938,,25.0,hold,754475000.0,,26.5,26.41,-0.313,,0.00961,6.0,27.17,,0.09566,32.0,1544061952.0,38647000.0,734880000.0,12.091,USD,5.744,,3.4,NMS,"First Hawaiian, Inc.","First Hawaiian, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FHB,finmb_176291,us_market,,2.417,,,-0.08679116,,2.35,,127699000.0,,,,17.674,4494804.0,0.0352,,1640908800.0,1.02175,238380000.0,1.85,0.26,-0.18622762,1.4942853,0.00619,1703980800.0,,1656547200.0,7.22,1661904000.0,127029559.0,1.071849,1776441600.0,2,,,,,1660867200.0,,-0.316,4.5892262,1664496000.0,15.84,,11.238298,,0.0551,4833622.0,0.0,,,25.7,26.12,26.32315,0.040466923,0.5622,,26.475,,678880,25.7,25.9974,1.04,26.12,,678880,,,1.04,1660867200.0,,,26.085,USD,573891,,,,3372530688.0,,,596082,26.085,0.0,900,573891,31.16,,4.0,21.21,0.0,False,0.0405,1400,26.475,,26.41,,https://logo.clearbit.com/fhb.com,,14.275676,29th Floor,,,,
182,FIBK,59116-0918,Financial Services,2358.0,"First Interstate BancSystem, Inc. operates as the bank holding company for First Interstate Bank that provides range of banking products and services in the United States. It offers various traditional depository products, including checking, savings, and time deposits; and repurchase agreements primarily for commercial and municipal depositors. The company also offers real estate loans comprising commercial real estate, construction, residential, agricultural, and other real estate loans; consumer loans comprising direct personal loans, credit card loans and lines of credit, and indirect loans; variable and fixed rate commercial loans for small and medium-sized manufacturing, wholesale, retail, and service businesses for working capital needs and business expansions; and agricultural loans. In addition, it provides a range of trust, employee benefit, investment management, insurance, agency, and custodial services to individuals, businesses, and nonprofit organizations. Further, the company offers marketing, credit review, loan servicing, credit cards issuance and servicing, mortgage loan sales and servicing, indirect consumer loan purchasing and processing, loan collection services, and other operational services, as well as online and mobile banking services. It serves individuals, businesses, municipalities, and other entities in various industries, including agriculture, construction, education, energy, governmental services, healthcare, hospitality, housing, mining, professional services, real estate development, retail, technology, tourism, and wholesale trade. As of December 31, 2021, it operated 147 banking offices, including detached drive-up facilities in communities across Idaho, Montana, Oregon, South Dakota, Washington, and Wyoming. The company was incorporated in 1971 and is headquartered in Billings, Montana.",Billings,406 255 5311,MT,United States,[],https://www.fibk.com,1,401 North 31st Street,Banks—Regional,0.0,0.16370001,0.0,445400000.0,0.877,0.39064997,,41.0,buy,646400000.0,,47.0,44.1,-0.148,,0.00505,6.0,46.83,,0.04917,54.0,1286300032.0,1617600000.0,787400000.0,12.042,USD,9.679,,2.2,NMS,"First Interstate BancSystem, In","First Interstate BancSystem, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FIBK,finmb_1035501,us_market,,6.26,,,0.08433735,,4.08,,106820000.0,,,,30.363,2708396.0,0.0254,,1640908800.0,0.82845,128900000.0,1.89,0.41,-0.18622762,1.4524256,0.00986,1703980800.0,,1656547200.0,3.27,1661904000.0,72251985.0,0.888725,4928833024.0,2,,,,,1659916800.0,,0.508,5.98268,1664496000.0,2.55,,10.808824,,0.0323,2374707.0,0.0,,,43.04,43.54,38.6937,0.038104087,0.8677,,44.28,,513280,43.04,41.1938,1.64,43.54,,513280,,,1.64,1659916800.0,,,43.515,USD,500815,,,,4710761984.0,,,645578,43.515,0.0,1000,500815,45.33,,3.36,32.4,0.0,False,0.0381,1800,44.28,,44.1,,https://logo.clearbit.com/fibk.com,,23.333332,,,,,
183,FISV,53045,Technology,44000.0,"Fiserv, Inc., together with its subsidiaries, provides payment and financial services technology worldwide. The company operates through Acceptance, Fintech, and Payments segments. The Acceptance segment provides point-of-sale merchant acquiring and digital commerce services; mobile payment services; security and fraud protection products; Carat, an omnichannel commerce solution; Clover, a cloud-based point-of-sale and business management platform; and Clover Connect, an independent software vendors platform. This segment distributes through various channels, including direct sales teams, strategic partnerships with agent sales forces, independent software vendors, financial institutions, and other strategic partners. The Fintech segment offers customer deposit and loan accounts, as well as manages an institution's general ledger and central information files. This segment also provides digital banking, financial and risk management, professional services and consulting, item processing and source capture, and other products and services. The Payments segment offers card transactions, such as debit, credit, and prepaid card processing and services; security and fraud protection products; card production; print services; and various network services, as well as non-card digital payment software and services, including bill payment, account-to-account transfers, person-to-person payments, electronic billing, and security and fraud protection products. It serves business, banks, credit unions, other financial institutions, merchants, and corporate clients. The company was incorporated in 1984 and is headquartered in Brookfield, Wisconsin.",Brookfield,262 879 5000,WI,United States,[],https://www.fiserv.com,1,255 Fiserv Drive,Information Technology Services,0.34907,0.11924,0.51376,3825999872.0,0.098,0.16128,5936999936.0,95.0,buy,8098000000.0,4985874944.0,124.5,97.37,1.3,1.048,0.02241,34.0,123.91,67.297,0.0646,152.0,3055000064.0,21514999808.0,17008000000.0,4.777,USD,26.024,0.323,2.1,NMS,"Fiserv, Inc.","Fiserv, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FISV,finmb_128209,us_market,,4.798,,13.744,-0.12507862,,7.4,,639584000.0,,,,48.381,11874129.0,0.0186,,1640908800.0,0.93413,2028000000.0,3.19,,-0.18622762,2.012567,0.00483,1703980800.0,,1656547200.0,2.67,1661904000.0,636073030.0,0.874355,81597325312.0,2,,1521504000.0,2:1,,,,1.223,3.6615884,1664496000.0,0.98,,13.158109,,0.0186,8028750.0,0.0,,,94.14,96.46,99.9077,0.0,0.0,,97.49,,3591930,94.14,102.433,0.0,96.46,,3591930,,,,,,,96.21,USD,4732716,,,,62276296704.0,,,3727857,96.21,0.0,1200,4732716,111.84,,,87.03,90.01,False,,1300,97.49,,97.37,98.83,https://logo.clearbit.com/fiserv.com,,30.523512,,,,,
184,FITB,45263,Financial Services,19119.0,"Fifth Third Bancorp operates as a diversified financial services company in the United States. The company's Commercial Banking segment offers credit intermediation, cash management, and financial services; lending and depository products; and cash management, foreign exchange and international trade finance, derivatives and capital markets services, asset-based lending, real estate finance, public finance, commercial leasing, and syndicated finance for business, government, and professional customers. Its Branch Banking segment provides a range of deposit and loan products to individuals and small businesses. This segment offers checking and savings accounts, home equity loans and lines of credit, credit cards, and loans for automobiles and personal financing needs, as well as cash management services for small businesses. The company's Consumer Lending segment engages in direct lending activities that include origination, retention, and servicing of residential mortgage and home equity loans or lines of credit; and indirect lending activities, including loans to consumers through correspondent lenders and automobile dealers. Fifth Third Bancorp's Wealth & Asset Management segment provides various investment alternatives for individuals, companies, and not-for-profit organizations. It offers retail brokerage services to individual clients; and broker dealer services to the institutional marketplace. This segment also provides wealth planning, investment management, banking, insurance, and trust and estate services; and advisory services for institutional clients comprising middle market businesses, non-profits, states, and municipalities. As of December 31, 2021, the company operated 1,117 full-service banking centers and 2,322 ATMs in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, North Carolina, and South Carolina. Fifth Third Bancorp was founded in 1858 and is headquartered in Cincinnati, Ohio.",Cincinnati,800 972 3030,OH,United States,[],https://www.53.com,1,Fifth Third Center,Banks—Regional,0.0,0.31156,0.0,5225999872.0,-0.111,0.39437,,37.0,buy,8297000000.0,,39.5,34.73,-0.191,,0.01176,20.0,41.39,,0.11567,53.0,7864999936.0,23697999872.0,7776999936.0,11.462,USD,11.263,,2.0,NMS,Fifth Third Bancorp,Fifth Third Bancorp,America/New_York,EDT,False,-14400000,EQUITY,FITB,finmb_270961,us_market,,5.306,,,-0.20942408,,4.13,,686190016.0,,,,24.563,13381594.0,0.0195,,1640908800.0,0.83252996,2307000064.0,3.3,0.33,-0.18622762,1.4139153,0.00488,1703980800.0,,1656547200.0,3.02,1661904000.0,683087971.0,1.225497,41260998656.0,2,,963792000.0,3:2,,1664409600.0,,-0.207,3.0643408,1664496000.0,1.57,,8.409201,,0.0223,10559438.0,0.0,,,33.96,34.78,39.2063,0.03533569,0.36360002,,35.2373,,4737380,33.96,34.59,1.2,34.78,,4737380,,,1.32,1664409600.0,,,34.435,USD,5517706,,,,23831377920.0,,,4302103,34.435,0.0,1300,5517706,50.64,,3.13,31.18,0.0,False,0.038900003,4000,35.2373,,34.73,,https://logo.clearbit.com/53.com,,10.524242,38 Fountain Square Plaza,,,,
185,FIVE,19106,Consumer Cyclical,6100.0,"Five Below, Inc. operates as a specialty value retailer in the United States. It offers accessories, including socks, sunglasses, jewelry, scarves, gloves, hair accessories, athletic tops and bottoms, and t-shirts, as well as nail polishes, lip glosses, fragrances, and branded cosmetics; and items used to complete and personalize living space, such as glitter lamps, posters, frames, fleece blankets, plush items, pillows, candles, incense, lighting, novelty décor, accent furniture, and related items, as well as provides storage options for the customers room. The company also provides sport balls; team sports merchandise and fitness accessories, such as hand weights, jump ropes, and gym balls; games, including name brand board games, puzzles, collectibles, and toys covering remote control; and pool, beach, and outdoor toys, as well as games and accessories. In addition, it offers accessories for cell phones, tablets, audio, and computers, such as cases, chargers, headphones, and other items; books, video games, and DVDs; craft activity kits; arts and crafts supplies, such as crayons, markers, and stickers; and trend-right items for school comprising backpacks, fashion notebooks and journals, novelty pens and pencils, locker accessories, and everyday name brand items. Further, the company provides party goods, decorations, gag gifts, and greeting cards, as well as every day and special occasion merchandise products; assortment of classic and novelty candy bars, movie-size box candy, seasonal-related candy, and gum and snack food; chilled drinks through coolers; and seasonally-specific items used to celebrate and decorate for events. It primarily serves tween and teen customers. As of January 29, 2022, the company operated approximately 1,190 stores in 40 states. The company was formerly known as Cheap Holdings, Inc. and changed its name to Five Below, Inc. in August 2002. Five Below, Inc. was incorporated in 2002 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 546 7909,PA,United States,[],https://www.fivebelow.com,1,701 Market Street,Specialty Retail,0.14518,0.081870005,0.35521,225262000.0,0.035,0.11274,422836000.0,115.0,buy,1030444000.0,-35835752.0,160.0,136.16,-0.357,1.529,0.071890004,19.0,160.68,123.181,0.22026,205.0,272416000.0,1432081024.0,2912499968.0,4.908,USD,52.204,0.432,1.9,NMS,"Five Below, Inc.","Five Below, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FIVE,finmb_11464323,us_market,,2.993,,20.617,-0.27762747,,5.56,,55507200.0,,,,20.944,5298630.0,0.0955,,1643414400.0,1.0954599,238435008.0,4.24,,-0.18622762,6.501146,0.0189,1706486400.0,,1659139200.0,4.81,1661904000.0,54426469.0,1.191967,8717524992.0,2,,,,,,,-0.362,2.5111177,1664496000.0,2.45,,24.48921,,0.108500004,4838756.0,0.0,,,131.76,133.85,147.0444,0.0,0.0,,138.215,,900270,131.76,136.7272,0.0,133.85,,900270,,,,,,,133.85,USD,1063459,,,,7313630208.0,,,915492,133.85,0.0,900,1063459,221.0,,,109.49,0.0,False,,1800,138.215,,136.16,,https://logo.clearbit.com/fivebelow.com,,32.11321,Suite 300,,,,
186,FIVN,94583,Technology,2138.0,"Five9, Inc., together with its subsidiaries, provides cloud software for contact centers in the United States and internationally. The company offers virtual contact center cloud platform that delivers a suite of applications, which enables the breadth of contact center-related customer service, sales, and marketing functions. Its solution enables its clients to manage these customer interactions across various channels, including voice, video, chat, email, website, social media, click-to-call, callback, and mobile channels, as well as through APIs; and provides natural language processing and automatic speech recognition solutions. The company serves customers in various industries comprising banking and financial services, business process outsourcers, consumer, healthcare, technology, and education. Five9, Inc. was incorporated in 2001 and is headquartered in San Ramon, California.",San Ramon,925 201 2000,CA,United States,[],https://www.five9.com,1,3001 Bishop Drive,Software—Infrastructure,-0.04002,-0.11703,0.53778,28949000.0,0.317,-0.10109,-28017000.0,70.0,buy,338492000.0,74601504.0,120.0,58.7,,4.501,-0.03825,21.0,112.03,322.045,-0.40199003,160.0,498382016.0,788694016.0,700086016.0,7.109,USD,10.192,3.985,2.0,NGM,"Five9, Inc.","Five9, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FIVN,finmb_6491418,us_market,,5.914,,-147.781,-0.63259685,,1.78,,70103000.0,,,,3.494,4729699.0,0.0675,,1640908800.0,1.04484,-81928000.0,-1.099,,-0.18622762,16.80023,0.010140001,1703980800.0,,1656547200.0,4.88,1661904000.0,69174826.0,0.743183,4140368128.0,2,,,,,,,,5.877915,1664496000.0,1.66,,32.977528,,0.0681,4096896.0,0.0,,,54.92,57.01,102.86425,0.0,0.0,,59.7777,,2284140,54.92,88.8476,0.0,57.01,,2284140,,,,,,,56.54,USD,1216212,,,,4115046144.0,,,1178160,56.54,0.0,1300,1216212,168.56,,,50.88,0.0,False,,1000,59.7777,,58.7,,https://logo.clearbit.com/five9.com,,,Suite 350,,,,
187,FIZZ,33324,Consumer Defensive,1580.0,"National Beverage Corp., through its subsidiaries, develops, produces, markets, and sells a portfolio of sparkling waters, juices, energy drinks, and carbonated soft drinks primarily in the United States and Canada. The company offers beverages to the active and health-conscious consumers, including sparkling waters, energy drinks, and juices under the LaCroix, LaCroix Cúrate, LaCroix NiCola, Clear Fruit, Rip It, Everfresh, Everfresh Premier Varietals, and Mr. Pure brands. It also offers carbonated soft drinks under the Shasta and Faygo brands. The company serves retailers, as well as various smaller up-and-down-the-street accounts through the take-home, convenience, and food-service distribution channels. National Beverage Corp. was incorporated in 1985 and is based in Fort Lauderdale, Florida.",Fort Lauderdale,954 581 0922,FL,United States,[],https://www.nationalbeverage.com,1,8100 SW Tenth Street,Beverages—Non-Alcoholic,0.17767,0.12246,0.34291,117092000.0,0.021,0.16079001,203332000.0,42.0,underperform,417805000.0,81080752.0,42.0,42.45,-0.341,1.922,0.21531999,2.0,42.0,15.356,0.41687,42.0,56061000.0,40556000.0,1144418048.0,0.601,USD,12.262,1.184,3.7,NMS,National Beverage Corp.,National Beverage Corp.,America/New_York,EDT,False,-14400000,EQUITY,FIZZ,finmb_321690,us_market,,3.393,,19.097,-0.25329816,,1.71,,93338200.0,,,,2.883,1754612.0,0.0188,,1651276800.0,0.24821,140150000.0,1.46,3.0,-0.18622762,14.724246,0.74874,1714435200.0,,1659139200.0,7.54,1661904000.0,23452168.0,1.004053,3883100416.0,2,,1613952000.0,2:1,,1639094400.0,,-0.341,3.4622023,1664496000.0,1.2,,24.824562,,0.0748,2029882.0,0.0,,,41.82,42.41,46.40375,0.0,0.0,,42.99,,172070,41.82,47.5916,0.0,42.41,,172070,,,,1639094400.0,,,42.29,USD,131536,,,,3962206720.0,,,167006,42.29,0.0,800,131536,64.67,,,38.1,0.0,False,,1000,42.99,,42.45,,https://logo.clearbit.com/nationalbeverage.com,,29.075342,Suite 4000,,,,
188,FLNC,22203,Utilities,450.0,"Fluence Energy, Inc. provides energy storage products and services, and artificial intelligence enabled digital applications for renewables and storage applications worldwide. The company sells energy storage products with integrated hardware, software, and digital intelligence, as well as engineering and delivery services to support the deployment of its storage products; operational and maintenance, and energy storage-as-a-service; and digital applications and solutions. Its energy storage products include Gridstack, a grid-scale industrial strength energy storage product; Sunstack for optimizing solar capture and delivery; and Edgestack, a commercial energy storage product that discharges when needed to flatten a facility's energy load profile. The company serves utilities, developers, and commercial and industrial customers. Fluence Energy, Inc. was founded in 2018 and is headquartered in Arlington, Virginia. Fluence Energy, Inc. is a joint venture of Siemens Aktiengesellschaft and The AES Corporation.",Arlington,833 358 3623,VA,United States,[],https://fluenceenergy.com,1,4601 Fairfax Drive,Utilities—Renewable,-0.19101,-0.24273,-0.00089,-186935008.0,-0.141,-0.19790001,-180467008.0,15.0,buy,15009000.0,-37743876.0,23.0,14.13,,1.56,-0.0988,15.0,23.93,,-1.10481,39.0,676950976.0,0.0,944825984.0,5.922,USD,6.207,0.948,2.2,NMS,"Fluence Energy, Inc.","Fluence Energy, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FLNC,finmb_1683252955,us_market,,1.218,,-6.374,-0.5962857,,-0.69,,114306000.0,,,,3.978,7156138.0,0.0626,,1632960000.0,0.52919,-229339008.0,-3.878,,-0.18622762,3.5520363,0.0034999999,1696032000.0,,1656547200.0,6.96,1661904000.0,37059251.0,,1150345216.0,2,,,,,,,,1.7094617,1664496000.0,0.05,,-20.478262,,0.0747,6057142.0,0.0,,,13.47,13.85,14.03515,0.0,0.0,,14.44,,572930,13.47,16.924,0.0,13.85,,572930,,,,,,,13.765,USD,507986,,,,1615143808.0,,,1074796,13.765,0.0,1400,507986,39.4,,,4.96,0.0,False,,1200,14.44,,14.13,14.94,https://logo.clearbit.com/fluenceenergy.com,,,Suite 600,,,,
189,FLYW,02111-1293,Technology,665.0,"Flywire Corporation, together with its subsidiaries, operates as a payment enablement and software company in the United States, Canada, and the United Kingdom, and internationally. Its payment platform and network, and vertical-specific software help clients to get paid and help their customers to pay. The company's platform facilitates payment flows across multiple currencies, payment types, and payment options; and provides direct connections to alternative payment methods, such as Alipay, Boleto, PayPal/Venmo, and Trustly. It serves education, healthcare, travel, and business to business organizations. Flywire Corporation was formerly known as peerTransfer Corporation and changed its name to Flywire Corporation in December 2016. Flywire Corporation was incorporated in 2009 and is headquartered in Boston, Massachusetts.",Boston,617 329 4524,MA,United States,[],https://www.flywire.com,1,141 Tremont Street,Information Technology Services,-0.04759,-0.14664,0.6377,3093000.0,0.529,-0.08578,-11434000.0,29.0,strong_buy,130958000.0,27300750.0,32.0,20.44,,3.924,-0.02172,11.0,31.91,6.225,-0.07516,36.0,360584000.0,28795000.0,240272000.0,3.33,USD,2.261,3.791,1.5,NMS,Flywire Corporation - Voting,Flywire Corporation,America/New_York,EDT,False,-14400000,EQUITY,FLYW,finmb_707979303,us_market,,7.829,,-164.526,-0.5713986,,-0.07,,102279000.0,,,,4.287,3858105.0,0.0356,,1640908800.0,0.84903,-35233000.0,0.02,,-0.18622762,4.767903,0.02487,1703980800.0,,1656547200.0,3.66,1661904000.0,75374615.0,,1881194752.0,2,,,,,,,,9.210302,1664496000.0,-0.46,,-292.0,,0.0689,2464448.0,0.0,,,19.73,20.29,25.08035,0.0,0.0,,21.02,,832640,19.73,24.4088,0.0,20.29,,832640,,,,,,,20.27,USD,544672,,,,2212977664.0,,,969640,20.27,0.0,3200,544672,50.44,,,14.56,0.0,False,,800,21.02,,20.44,,https://logo.clearbit.com/flywire.com,,1022.00006,Suite 10,,,,
190,FOCS,10022-6220,Financial Services,4400.0,"Focus Financial Partners Inc. provides wealth management services to primarily ultra-high and high net worth individuals, families, and business entities. Its wealth management services include investment advice, financial and tax planning, consulting, tax return preparation, family office services, and other services. The company also offers recordkeeping and administration services; recommends financial products through commissions and distribution fees; and sells investment or insurance products. Focus Financial Partners Inc. was founded in 2006 and is headquartered in New York, New York.",New York,646 519 2456,NY,United States,[],https://focusfinancialpartners.com,1,875 Third Avenue,Asset Management,0.23718001,0.03425,0.4067,291249984.0,0.268,0.12004,487224992.0,37.0,buy,715397000.0,381183360.0,46.5,32.09,13.09,5.491,0.0376,10.0,47.7,221.527,0.09794,62.0,274263008.0,2766548992.0,2054199040.0,4.191,USD,32.598,4.451,1.9,NMS,Focus Financial Partners Inc.,Focus Financial Partners Inc.,America/New_York,EDT,False,-14400000,EQUITY,FOCS,finmb_25794505,us_market,,2.311,,9.744,-0.46791577,,4.52,,65448400.0,,,,15.495,2364772.0,0.0361,,1640908800.0,1.01941,70364000.0,1.03,,-0.18622762,2.0709906,0.00032000002,1703980800.0,,1656547200.0,6.87,1661904000.0,57629310.0,1.3293,4747500032.0,2,,,,,,,15.734,1.0224127,1664496000.0,0.47,,7.0995574,,0.040999997,2898020.0,0.0,,,30.87,31.75,41.7167,0.0,0.0,,32.61,,336620,30.87,37.306,0.0,31.75,,336620,,,,,,,31.75,USD,290221,,,,2100239104.0,,,314507,31.75,0.0,1400,290221,69.13,,,30.34,0.0,False,,800,32.61,,32.09,,https://logo.clearbit.com/focusfinancialpartners.com,,31.15534,28th Floor,,,,
191,FOLD,19104,Healthcare,496.0,"Amicus Therapeutics, Inc., a biotechnology company, focuses on discovering, developing, and delivering medicines for rare diseases. Its commercial product and product candidates include Galafold, an oral precision medicine for the treatment of adults with a confirmed diagnosis of Fabry disease and an amenable galactosidase alpha gene variant based on in vitro assay data. It also develops AT-GAA, a novel treatment paradigm for Pompe disease; enzyme replacement therapies for Pompe diseases; CLN3, which is in Phase 1/2 clinical study to evaluate the safety and efficacy of a single intrathecal administration of an AAV serotype AT-GTX-502 gene therapy in patients with CLN3; and CDKL5, a gene on the X-chromosome encoding the CDKL5 protein that regulates the expression of essential proteins for normal brain development. The company has collaboration and license agreements with Nationwide Children's Hospital; University of Pennsylvania; and GlaxoSmithKline. Amicus Therapeutics, Inc. was incorporated in 2002 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 921 7600,PA,United States,[],https://amicusrx.com,1,3675 Market Street,Biotechnology,-0.66683,-0.87496,0.89,-168391008.0,0.043,-0.68484,-214148992.0,10.0,buy,271048000.0,-45734624.0,14.0,10.99,,3.023,-0.17318001,11.0,14.45,260.077,-1.4508799,20.0,386840992.0,451039008.0,321144992.0,1.379,USD,1.135,2.669,2.1,NGM,"Amicus Therapeutics, Inc.","Amicus Therapeutics, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FOLD,finmb_7009878,us_market,,9.458,,-14.184,0.0129032135,,-0.19,,280497984.0,,,,0.618,20305643.0,0.072399996,,1640908800.0,1.11892,-280988000.0,-0.973,,-0.18622762,17.783173,0.0061000003,1703980800.0,,1656547200.0,7.67,1661904000.0,201630709.0,0.897199,3037481728.0,2,,,,,,,,9.599007,1664496000.0,0.09,,-57.842106,,0.0728,21661430.0,0.0,,,10.6,10.65,9.6717,0.0,0.0,,11.035,,2110690,10.6,11.2214,0.0,10.65,,2110690,,,,,,,10.615,USD,1900330,,,,3082672896.0,,,2720029,10.615,0.0,1100,1900330,12.96,,,5.91,0.0,False,,1200,11.035,,10.99,,https://logo.clearbit.com/amicusrx.com,215 921 7900,,,,,,
